participant,group,veriStim_resp.rt,veriStim_resp.corr,mult_type,error_distance,interferenceScore,problemType,problemSize,interferenceLevel,mult_problem
18601,CBA,2.846,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
18601,CBA,0.896,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
18601,CBA,1.017,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
18601,CBA,0.695,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
18601,CBA,0.895,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
18601,CBA,1.295,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
18601,CBA,1.633,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
18601,CBA,1.211,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
18601,CBA,2.062,0,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
18601,CBA,1.512,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
18601,CBA,3.035,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
18601,CBA,1.547,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
18601,CBA,1.977,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
18601,CBA,1.461,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
18601,CBA,1.527,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
18601,CBA,1.51,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
18601,CBA,1.078,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
18601,CBA,1.011,0,lure,8,19,tie,large-sized,high,8 × 8 = 56
18601,CBA,3.745,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
18601,CBA,1.395,0,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
18601,CBA,1.643,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
18601,CBA,1.211,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
18601,CBA,4.994,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
18601,CBA,0.998,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
18601,CBA,0.929,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
18601,CBA,1.069,0,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
18601,CBA,1.984,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
18601,CBA,1.645,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
18601,CBA,3.478,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
18601,CBA,1.33,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
18601,CBA,1.712,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
18601,CBA,0.995,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
18601,CBA,0.994,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18601,CBA,3.245,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
18601,CBA,1.295,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
18601,CBA,2.446,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
18601,CBA,1.828,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
18601,CBA,1.515,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
18601,CBA,1.162,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
18601,CBA,1.414,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
18601,CBA,1.025,0,lure,7,7,tie,large-sized,low,7 × 7 = 42
18601,CBA,3.235,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
18601,CBA,1.31,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18601,CBA,1.013,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
18601,CBA,1.326,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
18601,CBA,0.912,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18601,CBA,1.194,0,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
18601,CBA,1.45,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
18601,CBA,1.011,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
18601,CBA,1.929,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
18601,CBA,3.56,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
18601,CBA,2.177,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
18601,CBA,2.901,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
18601,CBA,2.128,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
18601,CBA,3.985,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
18601,CBA,3.351,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
18601,CBA,1.086,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
18601,CBA,2.784,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
18601,CBA,0.886,0,lure,2,0,tie,small-sized,low,2 × 2 = 2
18601,CBA,1.051,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
18601,CBA,3.095,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
18601,CBA,3.734,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
18601,CBA,5.638,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
18601,CBA,0.795,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
18601,CBA,1.046,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
18601,CBA,1.684,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
18601,CBA,1.318,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18601,CBA,1.25,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
18601,CBA,2.335,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
18601,CBA,4.304,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
18601,CBA,1.143,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
18601,CBA,1.777,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
18601,CBA,1.061,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
18601,CBA,3.429,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
18601,CBA,1.013,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
18601,CBA,2.695,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
18601,CBA,0.961,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
18601,CBA,1.246,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
18601,CBA,1.012,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18601,CBA,1.259,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
18601,CBA,0.777,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
18601,CBA,1.178,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18601,CBA,2.527,0,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
18601,CBA,1.264,0,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
18601,CBA,1.114,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
18601,CBA,1.477,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
18601,CBA,1.211,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
18601,CBA,0.834,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
18601,CBA,1.295,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
18601,CBA,1.765,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
18601,CBA,1.21,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
18601,CBA,2.761,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
18601,CBA,1.795,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
18601,CBA,1.61,0,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
18601,CBA,3.309,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
18601,CBA,5.53,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
18601,CBA,4.976,0,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
18601,CBA,3.343,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
18601,CBA,2.699,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
18601,CBA,4.127,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
18601,CBA,0.965,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
18601,CBA,2.028,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
18601,CBA,1.412,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
18601,CBA,2.488,0,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
18601,CBA,3.328,0,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
18601,CBA,1.993,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
18601,CBA,4.877,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
18601,CBA,1.449,0,lure,7,7,tie,large-sized,low,7 × 7 = 56
18601,CBA,2.127,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
18601,CBA,1.116,0,lure,8,19,tie,large-sized,high,8 × 8 = 56
18601,CBA,2.511,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
18601,CBA,1.238,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
18601,CBA,1.362,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
18601,CBA,0.995,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
18601,CBA,1.345,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18601,CBA,1.163,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
18601,CBA,4.395,0,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
18601,CBA,1.327,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
18601,CBA,1.444,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
18601,CBA,0.944,0,lure,4,5,tie,small-sized,low,4 × 4 = 20
18601,CBA,4.161,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
18601,CBA,1.028,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18601,CBA,0.794,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
18601,CBA,1.195,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
18601,CBA,1.911,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18601,CBA,0.976,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18601,CBA,0.952,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
18601,CBA,1.6,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
18601,CBA,1.027,0,lure,9,6,tie,large-sized,low,9 × 9 = 90
18601,CBA,3.594,0,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
18601,CBA,1.935,0,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
18601,CBA,1.129,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
18601,CBA,1.345,0,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
18601,CBA,2.27,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
18601,CBA,0.947,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18601,CBA,3.612,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
18601,CBA,2.792,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
18601,CBA,1.346,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
18601,CBA,3.653,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
18601,CBA,1.678,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
18601,CBA,3.195,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
18601,CBA,1.144,0,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
18601,CBA,3.102,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
18601,CBA,0.995,0,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
18601,CBA,0.912,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
18601,CBA,2.078,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
18601,CBA,1.05,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
18601,CBA,0.952,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
18601,CBA,2.232,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
18601,CBA,1.084,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
18601,CBA,1.594,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
18601,CBA,3.731,0,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
18601,CBA,4.96,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
18601,CBA,4.373,0,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
18601,CBA,2.733,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
18601,CBA,1.392,0,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
18601,CBA,1.977,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
18601,CBA,3.2,0,correct,0,4,tie,large-sized,low,6 × 6 = 36
18601,CBA,5.828,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
18601,CBA,1.045,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
18601,CBA,0.891,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
18601,CBA,1.143,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
18601,CBA,0.879,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
18601,CBA,1.198,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
18601,CBA,2.978,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
18601,CBA,5.077,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
18601,CBA,1.826,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18601,CBA,2.599,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
18601,CBA,2.653,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
18601,CBA,0.848,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
18601,CBA,3.029,0,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
18601,CBA,1.982,0,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
18601,CBA,1.319,0,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
18601,CBA,3.381,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
18601,CBA,1.261,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
18601,CBA,1.296,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
18601,CBA,2.032,0,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
18601,CBA,0.911,0,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
18601,CBA,1.515,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
18601,CBA,1.684,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
18601,CBA,1.695,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
18601,CBA,3.112,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
18601,CBA,1.077,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
18601,CBA,0.912,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
18601,CBA,1.115,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
18601,CBA,1.71,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
18601,CBA,0.976,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
18601,CBA,1.176,0,lure,6,4,tie,large-sized,low,6 × 6 = 30
18601,CBA,0.845,0,lure,7,7,tie,large-sized,low,7 × 7 = 42
18601,CBA,0.76,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
18601,CBA,1.612,0,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
18601,CBA,3.395,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
18601,CBA,1.327,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
18601,CBA,1.311,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
18601,CBA,1.949,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
18601,CBA,1.25,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
18601,CBA,1.028,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
18601,CBA,2.048,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
18601,CBA,0.876,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
18601,CBA,0.895,0,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
18601,CBA,2.06,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
18601,CBA,3.959,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
18601,CBA,1.059,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
18601,CBA,1.379,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
18601,CBA,3.943,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
18601,CBA,0.86,0,lure,6,4,tie,large-sized,low,6 × 6 = 42
18601,CBA,1.317,0,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
18601,CBA,1.044,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
18601,CBA,0.793,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
18601,CBA,2.56,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
18601,CBA,1.276,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
18601,CBA,1.378,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
18601,CBA,0.795,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
18601,CBA,1.345,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
18601,CBA,4.399,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
18601,CBA,3.72,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
18601,CBA,2.161,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
18601,CBA,2.161,0,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
18601,CBA,2.318,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
18601,CBA,2.613,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
18601,CBA,1.863,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
18601,CBA,1.631,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
18601,CBA,2.378,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
18601,CBA,1.727,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
18601,CBA,2.445,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
18601,CBA,1.643,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
18601,CBA,1.163,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
18601,CBA,1.196,0,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
18601,CBA,5.495,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
18601,CBA,1.878,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
18601,CBA,0.894,0,lure,5,3,tie,small-sized,low,5 × 5 = 30
18601,CBA,3.484,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18601,CBA,2.778,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
18601,CBA,1.2,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
18601,CBA,1.044,0,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
18601,CBA,1.76,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
18601,CBA,1.511,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
18601,CBA,2.578,0,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
18601,CBA,0.527,0,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
18601,CBA,1.661,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
18601,CBA,2.368,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
18601,CBA,1.363,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
18601,CBA,1.428,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
18601,CBA,0.913,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
18601,CBA,0.928,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
18601,CBA,0.728,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18601,CBA,1.018,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
18824,ACB,0.875,0,correct,0,0,tie,small-sized,low,3 × 3 = 9
18824,ACB,3.884,0,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
18824,ACB,1.012,0,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
18824,ACB,0.616,0,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
18824,ACB,2.315,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
18824,ACB,0.853,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
18824,ACB,0.753,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
18824,ACB,1.584,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
18824,ACB,1.813,0,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
18824,ACB,1.962,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
18824,ACB,1.035,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
18824,ACB,0.819,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
18824,ACB,0.733,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
18824,ACB,0.801,0,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
18824,ACB,0.886,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
18824,ACB,0.817,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
18824,ACB,0.736,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
18824,ACB,0.58,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
18824,ACB,1.532,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
18824,ACB,1.246,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
18824,ACB,0.713,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
18824,ACB,0.888,0,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
18824,ACB,1.03,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
18824,ACB,0.685,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
18824,ACB,0.788,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
18824,ACB,0.604,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
18824,ACB,0.462,0,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
18824,ACB,1.063,0,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
18824,ACB,0.862,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
18824,ACB,0.947,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
18824,ACB,1.18,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
18824,ACB,1.473,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
18824,ACB,0.932,0,lure,3,0,tie,small-sized,low,3 × 3 = 6
18824,ACB,1.997,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
18824,ACB,0.746,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
18824,ACB,0.628,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
18824,ACB,0.582,0,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
18824,ACB,0.578,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
18824,ACB,1.251,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
18824,ACB,1.382,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
18824,ACB,1.55,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18824,ACB,0.735,0,lure,8,19,tie,large-sized,high,8 × 8 = 56
18824,ACB,3.348,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
18824,ACB,0.664,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
18824,ACB,0.852,0,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
18824,ACB,0.766,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
18824,ACB,0.56,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
18824,ACB,1.113,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
18824,ACB,1.904,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
18824,ACB,1.052,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
18824,ACB,0.646,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
18824,ACB,0.814,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
18824,ACB,0.53,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
18824,ACB,0.665,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
18824,ACB,1.163,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
18824,ACB,0.978,0,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
18824,ACB,0.979,0,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
18824,ACB,0.752,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
18824,ACB,0.729,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
18824,ACB,0.831,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
18824,ACB,0.85,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
18824,ACB,1.418,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
18824,ACB,0.801,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
18824,ACB,1.551,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
18824,ACB,0.999,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
18824,ACB,0.964,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
18824,ACB,0.951,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
18824,ACB,1.398,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
18824,ACB,1.63,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
18824,ACB,0.828,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
18824,ACB,0.985,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
18824,ACB,0.813,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
18824,ACB,1.326,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
18824,ACB,1.181,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
18824,ACB,0.914,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
18824,ACB,0.714,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
18824,ACB,0.795,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
18824,ACB,0.65,0,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
18824,ACB,1.004,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
18824,ACB,0.979,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
18824,ACB,1.049,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
18824,ACB,0.88,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
18824,ACB,0.668,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
18824,ACB,0.747,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
18824,ACB,1.104,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
18824,ACB,1.014,0,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
18824,ACB,0.93,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
18824,ACB,0.995,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
